Random ID,Term,Course Abbrevation,Course Number,course,level
334779,Fall 2022,MIS,2000,MIS 2000,2000
334847,Fall 2022,ATHL,1493,ATHL 1493,1000
334847,Fall 2022,COMM,1008,COMM 1008,1000
334847,Fall 2022,CSUB,1029,CSUB 1029,1000
334847,Fall 2022,ENGL,1109,ENGL 1109,1000
334847,Fall 2022,MATH,2120,MATH 2120,2000
334847,Fall 2022,SOC,1018,SOC 1018,1000
336199,Fall 2022,EDTE,3308,EDTE 3308,3000
336199,Fall 2022,ETHS,1208,ETHS 1208,1000
336199,Fall 2022,MATH,1055,MATH 1055,1000
336199,Fall 2022,MUS,1019,MUS 1019,1000
337533,Fall 2022,BA,1008,BA 1008,1000
337533,Fall 2022,BA,2900,BA 2900,2000
337533,Fall 2022,BA,3008,BA 3008,3000
337533,Fall 2022,ETHS,1208,ETHS 1208,1000
338746,Fall 2022,ART,1009,ART 1009,1000
338746,Fall 2022,ART,1009,ART 1009,1000
338746,Fall 2022,CSUB,1029,CSUB 1029,1000
338746,Fall 2022,ENGL,1109,ENGL 1109,1000
338746,Fall 2022,GST,1210,GST 1210,1000
338746,Fall 2022,KINE,1018,KINE 1018,1000
338746,Fall 2022,KINE,1503,KINE 1503,1000
339794,Fall 2022,BIOL,2210,BIOL 2210,2000
339794,Fall 2022,BIOL,2210,BIOL 2210,2000
339794,Fall 2022,HIST,1218,HIST 1218,1000
339794,Fall 2022,KINE,1018,KINE 1018,1000
339794,Fall 2022,KINE,1505,KINE 1505,1000
339794,Fall 2022,SOC,1018,SOC 1018,1000
339794,Fall 2022,THTR,1009,THTR 1009,1000
340826,Spring 2023,CHEM,1000,CHEM 1000,1000
340826,Spring 2023,ENGL,3119,ENGL 3119,3000
340826,Spring 2023,MATH,1055,MATH 1055,1000
341239,Spring 2023,ART,1019,ART 1019,1000
341239,Spring 2023,GST,1110,GST 1110,1000
341239,Spring 2023,HIST,1418,HIST 1418,1000
341239,Spring 2023,LBST,3300,LBST 3300,3000
341776,Spring 2023,ART,1019,ART 1019,1000
341776,Spring 2023,BA,1008,BA 1008,1000
341776,Spring 2023,ECON,2200,ECON 2200,2000
341776,Spring 2023,ECON,2200,ECON 2200,2000
341776,Spring 2023,HIST,1228,HIST 1228,1000
341776,Spring 2023,RS,1128,RS 1128,1000
342628,Fall 2023,BIOL,1039,BIOL 1039,1000
342628,Fall 2023,BIOL,1039,BIOL 1039,1000
342628,Fall 2023,COMM,2020,COMM 2020,2000
342628,Fall 2023,COMM,2110,COMM 2110,2000
342628,Fall 2023,CSUB,1029,CSUB 1029,1000
342628,Fall 2023,PHIL,1019,PHIL 1019,1000
343196,Fall 2023,ACCT,2210,ACCT 2210,2000
343196,Fall 2023,ART,1009,ART 1009,1000
343196,Fall 2023,ART,1009,ART 1009,1000
343196,Fall 2023,BA,1000,BA 1000,1000
343196,Fall 2023,BA,1028,BA 1028,1000
343196,Fall 2023,COMM,1008,COMM 1008,1000
343196,Fall 2023,MIS,2000,MIS 2000,2000
343196,Fall 2023,PHIL,1019,PHIL 1019,1000
